status|||李开复|||【如何应对理想和实际的分歧】1）追逐理想：只要能解决温饱问题，从中得到的享受将超过物质享受；2）先为了现实问题而做不是最爱的工作，把不爱的工作做得足够好，然后用其他时间去追逐理想；3）先为了现实问题而做不是最爱的工作，在解决了吃饭问题后，再去做最爱的工作；4）寻找一个两者的交叉点。
comment|||四叶草的情人节|||有道理。
comment|||GustavTang|||面對大災是應該萬眾一心 但不是腦子一熱沖到災區去幫忙 因為其實在那樣的情況下幫忙可能會變成添亂 其實每個人做好自己應當的本分工作 通過合適的管道對災區伸出援手才是最合適的行為 最後為雅安祈福[蜡烛]
comment|||今冬雪飘零|||想创业求指导。。。。
comment|||去找大师兄|||[蜡烛]
comment|||我爱紫砂|||今天严肃点，开始讨厌你了
comment|||Archer_斌||| @singe_JOJO
comment|||-向日葵班班长|||理想和现实真的很难取舍。。为了生活放弃理想了，
comment|||普林斯没有盾|||转发微博
comment|||特务营长_Sean|||转发微博
comment|||索菲亚1220|||你有责任引导大家 希望你做到
comment|||依依沉|||其实对于很多人来说，问题的关键点在于现实问题和温饱问题的标准有多高。如果这个标准太高的话，那么理想只能沦为空想。
comment|||xdd252633409|||李开复，你他妈的就是个鸡巴！
comment|||巧家小刘二|||懂了
comment|||69-seconds|||给了我很大启发，我该好好想一想
comment|||wkcyYWZJ|||转发微博
comment|||手机用户3029589850|||不愧是大家
comment|||静水流深Fayer|||经典~很受启发:-)谢谢开复老师
comment|||某某某N号|||开复大叔，现在谈理想，好有雅兴……呵呵
comment|||李奇_hitYoung|||#hitNow#[呵呵][呵呵][呵呵]
comment|||PengfeiHao_BeiJing|||就怕一直为了温饱努力，忘了当年的理想
comment|||cnhert|||[囧]
comment|||顧小她_|||大家都在关注地震受灾情况，你用得着现在还忙着讲这些么！
comment|||刘掌柜丶|||回复@阿龙-HQU:人家的权利
comment|||scorpio鵺|||好
comment|||cammy仔枫叶和米奇|||难道今天就应该什么都不做只发蜡烛？搞不好人家已经默默捐了很多东西了，喷子们除了喷还会做什么
comment|||高岗远望121|||感觉你不像中国人！
comment|||妈了個小喆蛋子|||还熬鸡汤呢 不捐点？
comment|||任志娟happysuzi|||太多信息需要扩散，太多人员需要抢救，您的一句话可能会使亲人之间获得联系
comment|||tlong0114|||一起追求！一起成功！
comment|||内美修能-区区区凤仪-Ophelia|||@Mr港回 
comment|||小宝寻|||中国贪官的，是盼着出些天灾人祸，多了捞钱的机会
comment|||yingouou|||理想与时间，矛盾又和谐。
comment|||69的小号_无限苦逼中|||回复@霰雪鸟_:你也没有—。—
comment|||谁是八路|||还在他妈熬鸡汤呢？你捐了多少钱？
comment|||罗西平_Change|||转发微博
comment|||阿龙-HQU|||我擦。。李总现在还在营销。。
comment|||王永慧Becky|||1和3
comment|||dongya|||说实话，就光平衡好这两点就不容易。也许我笨，反正我觉得。
comment|||善善是射手座|||现在处于温水煮青蛙状态下的人包括自己，总错误的认为：因为不爱的工作才没能力做好，或没激情去做好。而事实上，一件事无论爱与不爱，你都没有拿出自己的全力以赴，换任何工作都只是换汤不换药。
comment|||撒哈拉的毛豆腐|||要规划不要计划，制定大方向，走偏了还会回来的
comment|||miaostuff|||还在熬鸡汤呢，真辛苦你了
comment|||im非|||赞同一下，开复老师对此次地震怎么看
comment|||卢欣_LucyLu|||理想与现实的差距，理想和实际的分歧，都是给青年大学生的好讲题。
comment|||突兀的新人类|||这是我目前的纠结所在、我真想要是能再细化点的指点。
comment|||任志娟happysuzi|||微博内容狠值得学习，不过这时我感觉应利用您的微博威力扩散与雅安地震有关的情况
comment|||小明修房子|||为了这个交叉点付出很多都值得.
comment|||手机用户3040401087|||苍天无情、人有情、关注灾区、伸出援与
comment|||陈龙GT|||我属于第二种类型的，现实当中为了生存与一切需要的可能选择了我不喜欢的工作，当然工作得还算出色，业余时间中总抱负着理想和更美好的发展，可是找不到一点出路，毕竟还年轻，早知道当初看对行业选对岗位。哎，真的是选择大于一切！难。。
comment|||如风1226|||现在的我只能先面对现实了。。[委屈]
comment|||百思|||刚看开复老师的《做最好的自己》中这一段！呵呵！
comment|||冯家阿锐|||理想与现实，如何从现实到理想，把现实做好
comment|||手机用户3314254845|||回复@yaomon:为他们祝福！
comment|||加加贝贝青|||真是无聊。。。
comment|||守多多|||[哈哈]
comment|||噼里啪啦噼里啪啦叭叭叭喇叭|||[good]#微博桌面表态#
comment|||wogiveuple|||这是我在公司好好学习的动力喔~ @InTheZone @少年_磊磊
comment|||碧越秀水|||还好成长的路上有你们这些正能量！我才不至于迷失！
comment|||的了了的|||梦想虽是遥不可及，但也不能放弃！
comment|||如此这般光景|||这种时候就不要发心灵鸡汤了
comment|||小月无界|||李先生也是在物质丰厚了以后开始追求理想的吧。
comment|||天佑本王OR不良少爷我是唯一的|||反正不回复,不想评了
comment|||3G忻州|||希望对女儿借鉴。
comment|||自律则强|||追逐理想：只要能解决温饱问题，从中得到的享受将超过物质享受；
comment|||Scott-Chow|||不能再等的思考……  不喜欢也要尽力  挺一挺吧
comment|||梦的名字叫过去|||李博士，有很多东西实在说不出口，但大家心里明白。向您致敬！[手套]
comment|||白昼的死角|||回复@手机用户3155183874:指南同学？[汗]
comment|||书虫gaga|||你说的东西傻逼都懂，都在默哀，你还在卖鸡汤
comment|||佩佩范|||有时候会怀疑坚持的意义
comment|||Gemini_Cancer|||reality后面有dream如影子紧紧跟随，牢牢支撑，喜欢~
comment|||GustavTang|||開復老師的選擇是什麽呢？ 我認同大家對災區的關心 也同意面對天災我們應當表現出我們的同情和有所行動 但即使是大災當前人們還是有權利討論別的事情的.... 還有前面某位先生或者女士質問(我不知道?還是詢問?)開復老師在幹嘛 那請問您在幹啥呢?
comment|||港田里子|||转发微博。
comment|||D-朱秀权|||四川地震了
comment|||淼淼过了25|||好
comment|||安静老师|||我完全同意。不光是追逐最爱的工作，还有最爱的团队，和最爱的朋友圈。一点一点来，终能找到我的最爱
comment|||元芳说说看看|||转发微博
comment|||lucky-体重控制顾问|||抓发微博
comment|||黄小賤Wisdom|||先有面包，呵呵
comment|||碧越秀水|||似的
comment|||晚上当白天过|||回复@杨城小爱:有见地
comment|||Goo粹|||[偷笑]
comment|||Mr_榛仁|||现在的年轻人值得看看了！因为一直以来书面上的太理想化了。不要在这两者直接产生纠结
comment|||黄萧然vic|||理想很丰满，现实很骨感。活着才能做英雄！
comment|||小桔子妞-|||出售chanel prada dior hermes可提供型号 保证正品 支持专柜验货 新店开张 超低价 欢迎各位妹纸来看看
comment|||王妹妞妞妈|||都在说地震你说这个，太煞风景了！扎突然感觉你像唐僧呢？
comment|||5789a|||很实用 谢谢！
comment|||路行天下668|||站着讲话不腰疼。。。怎么就是难以给自己一个很好的未来
comment|||H2O番|||正做着这样的决定，并享受这样的过程
comment|||滕梓铭|||往往工作都带有重复反复的性质，所以往往与理想无缘。
comment|||手机用户3155183874|||这种读者体的东西骗小学生还行。无聊@调皮小妖妖
comment|||霰雪鸟_|||回复@69的小号_无限苦逼中:你没有 -。-
comment|||手机用户3313803775|||夜来了，希望这漆黑的夜晚能给你们带来美好的明天，不要害怕明天会更好 雅安加油芦山加油
comment|||青春刘飞|||[鼓掌]
comment|||东方菇酿|||处理好理想和现实的平衡。。。
comment|||霰雪鸟_|||回复@陌生你好:不知道怎么黑啊。。
comment|||新月升雁潮涌|||转发微博
comment|||图尔-|||开复醒醒吧！
comment|||316446854_7d966c|||是该好好面对和处理两者的差距
comment|||Kloie唐业|||[呵呵]
comment|||专挑大个儿|||那理想和现实差距实在很大呢？
comment|||马仔漫步|||实际因个人环境而定，比如现在雅安，把生命延续为第一重任
comment|||青子青_J|||转发微博
comment|||无聊的梦想人|||支持李开复大哥大
comment|||罗志敏chef_zgc|||部发言
comment|||王明智CUG|||开复老师今天还卖鸡汤啊
comment|||1夏晓冬|||老李的经历是个传奇…
comment|||285426924_40abe9|||推介搜索关注阿伯解救广州单身 阿伯解救广州单身 阿伯解救广州单身 阿伯解救广州单身 阿伯解救广州单身 [心][心]~
comment|||早安洛克|||转发微博
comment|||良军d微博|||转发微博
comment|||吾乾|||[发红包]
comment|||yaomon|||回复@手机用户3314254845:说的好。。。
comment|||昂然向上99|||理想已是很奢侈的事！
comment|||它山之玉-辰芮|||转发微博
comment|||zufeina|||好教材
comment|||早上起来抽支烟|||[赞]
comment|||神武飞輰|||说着容易啊！做起来就…
comment|||Jimbowhy|||现实就是温饱！
comment|||黄家阿桂|||转发微博
comment|||吾念江南|||回复@FourGreenPlanet:[挖鼻屎]
comment|||悠闲的大象2011|||开复老师，善用您的影响力，多转发救人要紧！快！
comment|||妕茶茶|||顶开复老师！
comment|||标高时代|||为自己的理想去作不爱的工作，创造条件实现理想。。。。。。
comment|||孤独未茫人|||吃饭问题永遠第一。
comment|||书虫gaga|||你怎么还在洗脑啊，都什么时候了。拜托李开复不要这样了，
comment|||胡子格|||转发微博
comment|||Lee-PoN|||导师，您好！
comment|||阿拉潘神灯|||脉搏网 定时发送软件害了开复先生。建议@脉搏网 可以开发一个功能，遇到社会重大事件时候，可以自动停止发送这种主人设定的心灵鸡汤，技术上实现应该完全没问题。
comment|||Inter_Tim达|||怎么这么多没有实际意义的废话微博
comment|||金香1980|||　　
comment|||君孜灬|||[思考]我现在正处于迷茫期...
comment|||樯蕖芙朵|||转发微博
comment|||andy鹏621|||受益匪浅啊!
comment|||chhyy|||这是定时发的 狗友们你们骂什么骂
comment|||白昼的死角|||雅安，别哭，因为我们在一起
comment|||经年_此去|||寻找
comment|||yaomon|||就是“工作的事情还是先放一下吧........”（引自@Cosmoking7 ）
comment|||FourGreenPlanet|||人如果没有梦想，跟咸鱼有什么分别！
comment|||瑛杰之名|||我更看重实际！！
comment|||小奇奇爱生活|||转发微博
comment|||不忌口的妞妞|||为了理想，先做不爱的工作，尽力做好，做着做着居然爱上了~
comment|||張東ITHLD|||朝聞道，夕死可矣！
comment|||小弟震|||我看了今天一些和救援无关的微博，都被大量网友批评了：这时候还是专注灾情吧，别说这些没用的！这是人性光辉爆发？
comment|||台湾味一肉松|||老师说得对
comment|||金牛莎莉|||是的
comment|||薛思艺_DayDayUp|||你捐多少啊？蠢货！灾难当前还说毛理想。。。简直有病
comment|||MR__Vince|||@Misss_Paris 
comment|||springna_cheese|||转发微博
comment|||蔚蓝小凯|||这是定时发送吧
comment|||过一个人的世界|||理想和现实
comment|||曲知丹心|||谢谢.
comment|||东双子|||@东双子:地震无情人有情，一方有难，多方支援;同胞受灾，伸出援助之手，是责任，是义务，难中见真情![伤心][泪]
comment|||扒星客|||讨厌某个明星？想黑却黑不出水准？找扒哥呀！附你讨厌的明星照片@扒星客，扒哥把他黑出翔来，！马上行动！
comment|||林庭远|||是啊，先站稳了，才有机会做你想做的事。
comment|||千寻的小跟班|||脉搏网来的，是定时微博吧
comment|||陌生你好|||回复@霰雪鸟_:你的头像也没有灰啊
comment|||杨城小爱|||如果为了理想可以牺牲眼前利益那也无所谓。但是有远观的人是因为看到实际利益是为了梦想而服务，所以才有价值。两者相辅相成!
comment|||大智若雨|||还在卖鸡汤，靠！
comment|||独角兽7157|||回复@vam_pire-baby:嗯。
comment|||攀至巅峰|||现解决生存,再追逐理想。
comment|||lv不会说话的猫|||说得真好，给迷茫中的我指明了方向
comment|||格格红飘雪|||我们在抗灾，理想先放一边去吧
comment|||邹克鹏_joey|||第2点
comment|||磨一剑本需十年|||1
comment|||田一克|||你不知道全国人民都在关心什么吗？
comment|||杭州珍欣美甲|||转发微博
comment|||白昼的死角|||太赞了，行动科学中的欲求阶段说就提及到这些，很现实，很实用[威武][威武][威武]
comment|||去找大师兄|||#四川雅安地震#雅安  不哭。。
comment|||69的小号_无限苦逼中|||回复@霰雪鸟_:没有拿自己照片黑白的，那是缺心眼……
comment|||tortoises小朋友||| @小强出没2012
comment|||一只叫Sunny的老鼠|||貌似把理想弄丢了，还能找得回来么？
comment|||幻想长过光年|||觉得是2
comment|||flyupfly|||嗯，谢谢您！晚安！！
comment|||安娜的小口袋|||赞'温饱问题确实得先解决'经济基础部分决定上层建筑[嘻嘻][嘻嘻]但也不能在解决温饱的路上偏离得太远'人生太短暂了'需要尽早把有限的精力投入理想的事业
comment|||丛绿火火七小喜|||微博定时发送软件害了开复先生
comment|||傅小胖Blake||| @阿爆_carter
comment|||breexxi|||开复老师是设定好了时间今天发么。。。。
comment|||iFucking|||转发微博
comment|||彭朵瑞|||理想很丰满，现实很骨感。要把必须走的路走好了，才有机会去选择走自己想走的路！
comment|||灯火一直亮|||傻X外国人
comment|||拿下驾照|||您有功夫发这个，还不如关心下自己的同胞
comment|||安安小蘑菇|||受益匪浅
comment|||我们城市之间|||寻找一个两者的交叉点
comment|||茶友家松|||?!
comment|||娜就庚你在一起|||很难做到啊！
comment|||彼岸的小围脖|||找准交叉平衡点，方能立足现实实现理想。
comment|||纯属戏言|||感觉现在的状态比较像2[汗]
comment|||福建师范大学协和学院|||[good]“理想”和“现实”需要理性看待，开复老师的分析的很有道理！
comment|||站在狮子身上的Rooster|||尊重现实，这是人生成熟的标志
comment|||河南省肿瘤医院团委|||@Dr_陈伟良 
comment|||想去听你的演唱会|||现在的主要就是养自己~虽然养自己不容易啊~我也不是什么省油的灯不是……
comment|||黑色的芦苇|||[给力]
comment|||Cosmoking7|||工作的事情还是先放一下吧........
comment|||航航mvp|||开复老师捐了多少？
comment|||二里走青春|||没饭吃了 还追求什么梦想啊？
comment|||手机用户3314254845|||李老师，现在还是多关心受灾的同胞吧！
comment|||幸福点滴_夏|||把不喜欢的工作做的最好，利用其他时间做自己喜欢的事！
comment|||HEYAMYLIU|||理想与实际
comment|||弹指群发微博||| @V5圣树
comment|||霰雪鸟_|||你头像没黑白啊
comment|||道路安全宣传|||创新工场，准备怎么支援啊？？
comment|||vam_pire-baby|||还在鸡汤啊。。做点实事吧。。
comment|||臧必成|||是这样、平衡交叉点！
comment|||笑语颖颖|||过了多少年了才想到这？
comment|||aswyuun|||好像大家的头像都改成黑白了，要跟上啊
comment|||金牛_朝阳|||好图[哈哈]
comment|||丫丫的LUCKY|||[鼓掌]
comment|||发呆还是思考|||李生，你的梦工厂准备捐啊不捐
comment|||吴子豪_Frog|||我希望能认识更多人，粉我吧，我必回粉，我愿意做你的忠实粉丝！分享我们的喜怒哀乐，绝对秒回😄
comment|||晨野笙歌1|||转发微博
comment|||格格猫语录|||先走必须走的路，再走自己想走的路
comment|||TonyNg|||....
comment|||a张振鹏|||不要反醒了  默哀吧
comment|||Tiffany黑糖玛奇朵|||[可爱]嗯•﹏•
comment|||2018_|||2和3重复了哦
comment|||夜枫l|||鸡汤竟然没捐钱？？
comment|||菇凉_妳凭什么不努力|||[威武]
comment|||阔爱糍粑|||回复@亮橙橘:确实'
comment|||姜什么什么岱|||我们能否用理想包裹和美化现实，每天都活在梦里。[哈哈][哈哈]
comment|||huiying2013|||@笑點低的呉同学 这个你可以考虑
comment|||Y___ING|||...
comment|||不随便评论|||现在不是说这个的时候，大佬。
comment|||夢想家謝浩林|||转发微博
comment|||向杨花开2411|||刚在思考这个问题，打开微博就看到了这段话，深思
comment|||Galaxy_杜少|||@飘流月影
comment|||不二的二柯|||[爱你]
comment|||舒服自由人|||这个理论上的交叉平衡点，因为每个人对自身及周边环境的认知程度，差异大的很。所以人贵有自知之明，能客观认识自己是采取正确策略的基础。否则，也只能是有一个找到平衡点的意愿，实际依然顾此失彼
comment|||胡旭东-|||有道理
comment|||ShannonSHJ|||地气和仙气的平衡
comment|||Svenja三晒|||最好的是第4个，但大多应该是第2个。
comment|||Jason瑞杰|||[good]
comment|||亮橙橘|||四川地震了你在干嘛？
comment|||姿姿-陈|||转发微博
comment|||销售的艺术|||先活着再发展！
comment|||晓晓晓明来了|||李老板别鸡汤了！大灾面前应该有所表示！
comment|||慧伦美cinderella|||没心情看这个！现在更关心灾区人民
comment|||幽涟雨夜|||有道理，
comment|||爱福神-淘宝信用监测|||好啦，鸡汤又上桌罗
comment|||90后论事|||祝雅安平安，打个广告，大家好，我是一个二十岁的草根，很希望您能来我微博看看 如果您觉得有说的还可以的，希望您能关注我或提提意见，都是自己原创的，我希望微博更多听到年轻人的声音，谢谢您，这也是我最大的梦想
comment|||王明锋Deshijei|||转发微博
comment|||LTL罗天棒_龍|||赞同！
comment|||扒星客|||讨厌某个明星？想黑却黑不出水准？找扒哥呀！附你讨厌的明星照片@扒星客，扒哥把他黑出翔来！马上行动！
comment|||米奇丶丶|||鸡汤还在熬？
comment|||楼安平Burningpork|||@msRAIN_is_reading
comment|||程莹-世界大学学术排名|||转发微博
comment|||衣柜里的空气猫|||开复老师上吧！
comment|||小垚宇|||转发微博
comment|||五月的时光机|||还不去捐款
comment|||宋庆子o|||@李开复 @[兔子][蜡烛]
comment|||文开晓晓__妍|||…占位子
comment|||灵蓉妙净----最后一尘|||第一梦想。
comment|||上帝背后的神|||擦
comment|||熹熹木棉|||受教了
comment|||4Ghost|||mark
comment|||爱美的阿娌|||[兔子]
comment|||我要换昵称|||坐等道德帝
